#Name	Accession	Description	Length	Related
DEPP	PF15343.9	Decidual protein induced by progesterone family	188	No
DER1	PF04511.18	Der1-like family	191	No
DERM	PF14704.9	Dermatopontin	151	No
Csm1_N	PF18504.4	Csm1 N-terminal domain	70	No
Csm1_B	PF18211.4	Csm1 subunit domain B	94	No
Cyclophil_like	PF04126.16	Cyclophilin-like	119	No
CSN4_RPN5_eIF3a	PF18420.4	CSN4/RPN5/eIF3a helix turn helix domain	42	No
CspB_prodomain	PF18425.4	Csp protease B prodomain	89	No
Det1	PF09737.12	De-etiolated protein 1 Det1	412	No
DevR	PF01905.19	CRISPR-associated negative auto-regulator DevR/Csa2	269	No
Cyclophil_like2	PF18050.4	Cyclophilin-like family	115	No
CTK3_C	PF12350.11	CTD kinase subunit gamma CTK3 C-terminus	69	No
DFF-C	PF09033.13	"DNA Fragmentation factor 45kDa, C terminal domain"	165	No
DFF40	PF09230.13	DNA fragmentation factor 40 kDa	227	No
DFP	PF04127.18	DNA / pantothenate metabolism flavoprotein	186	No
Cylicin_N	PF15241.9	Cylicin N-terminus	107	No
1-cysPrx_C	PF10417.12	C-terminal domain of 1-Cys peroxiredoxin	40	No
CYYR1	PF10873.11	Cysteine and tyrosine-rich protein 1	149	No
DGCR6	PF07324.14	DiGeorge syndrome critical region 6 (DGCR6) protein	194	No
BRD4_CDT	PF17105.8	C-terminal domain of bromodomain protein 4	44	No
DGF-1_5	PF11038.11	Dispersed gene family protein 1 of Trypanosoma cruzi region 5	278	No
MBD_C	PF14048.9	C-terminal domain of methyl-CpG binding protein 2 and 3	94	No
DGOK	PF05035.15	2-keto-3-deoxy-galactonokinase	285	No
DUF3481	PF11980.11	C-terminal domain of neuropilin glycoprotein	82	No
DHBP_synthase	PF00926.22	"3,4-dihydroxy-2-butanone 4-phosphate synthase"	191	No
E2-Crich	PF20272.1	"Cysteine-rich domain, C-terminal to E2 domain"	129	No
DHC_N1	PF08385.15	"Dynein heavy chain, N-terminal region 1"	562	No
DHC_N2	PF08393.16	"Dynein heavy chain, N-terminal region 2"	399	No
DHDPS	PF00701.25	Dihydrodipicolinate synthetase family	289	No
DHFR_1	PF00186.22	Dihydrofolate reductase	160	No
CHASE6_C	PF17150.7	C-terminal domain of two-partite extracellular sensor domain	81	No
CRIM1_C	PF19442.2	Cysteine-rich motor neuron 1 protein C-terminal	130	No
CAP	PF00188.29	Cysteine-rich secretory protein family	126	No
Cys_knot	PF00007.25	Cystine-knot domain	105	No
dCMP_cyt_deam_1	PF00383.26	Cytidine and deoxycytidylate deaminase zinc-binding region	101	No
DHHW	PF14286.9	DHHW protein	382	No
dCMP_cyt_deam_2	PF08211.15	Cytidine and deoxycytidylate deaminase zinc-binding region	135	No
CTP_transf_like	PF01467.29	Cytidylyltransferase-like	143	No
FoP_duplication	PF13865.9	C-terminal duplication domain of Friend of PRMT1	81	No
DHOR	PF06537.14	"Di-haem oxidoreductase, putative peroxidase"	486	No
DHO_dh	PF01180.24	Dihydroorotate dehydrogenase	295	No
DHQS	PF01959.19	3-dehydroquinate synthase II	347	No
DHquinase_I	PF01487.18	Type I 3-dehydroquinase	229	No
Cytochrom_B_C	PF00032.20	Cytochrome b(C-terminal)/b6/petD	103	No
DHQ_synthase	PF01761.23	3-dehydroquinate synthase	262	No
DHR-2_Lobe_A	PF06920.16	"DHR-2, Lobe A"	158	No
TFIIE-A_C	PF11521.11	C-terminal general transcription factor TFIIE alpha	86	No
Cytochrom_B562	PF07361.14	Cytochrome b562	102	No
Cytochrom_C_2	PF01322.23	Cytochrome C'	121	No
CcmH	PF03918.17	Cytochrome C biogenesis protein	143	No
CLZ	PF16526.8	C-terminal leucine zipper domain of cyclic nucleotide-gated channels	71	No
VGPC1_C	PF16799.8	"C-terminal membrane-localisation domain of ion-channel, VCN1"	48	No
COA8	PF10231.12	Cytochrome c oxidase assembly factor 8	126	No
NADH_u_ox_C	PF12853.10	C-terminal of NADH-ubiquinone oxidoreductase 21 kDa subunit	89	No
Band_7_C	PF16200.8	C-terminal region of band_7	63	No
Cox20	PF12597.11	Cytochrome c oxidase assembly protein COX20	101	No
CtaG_Cox11	PF04442.17	Cytochrome c oxidase assembly protein CtaG/Cox11	149	No
Caskin-tail	PF16632.8	C-terminal region of Caskin	62	No
Dicty_CAR	PF05462.14	Slime mold cyclic AMP receptor	305	No
Peptidase_M24_C	PF16188.8	C-terminal region of peptidase_M24	62	No
Dicty_REP	PF05086.15	Dictyostelium (Slime Mold) REP protein	911	No
COX2	PF00116.23	"Cytochrome C oxidase subunit II, periplasmic domain"	120	No
DIE2_ALG10	PF04922.15	DIE2/ALG10 family	395	No
Thr_dehydrat_C	PF00585.21	C-terminal regulatory domain of Threonine dehydratase	91	No
COX4	PF02936.17	Cytochrome c oxidase subunit IV	141	No
Toprim_Crpt	PF13342.9	C-terminal repeat of topoisomerase	61	No
Cyt_c_ox_IV	PF12270.11	Cytochrome c oxidase subunit IV	132	No
Topo_C_assoc	PF14370.9	C-terminal topoisomerase domain	70	No
ClpB_D2-small	PF10431.12	"C-terminal, D2-small domain, of ClpB protein"	81	No
AA_permease_C	PF13906.9	C-terminus of AA_permease	51	No
Histone_H2A_C	PF16211.8	C-terminus of histone H2A	35	No
CtsR_C	PF17727.4	CtsR C-terminal dimerization domain	72	No
Dimeth_Pyl	PF09505.13	Dimethylamine methyltransferase (Dimeth_PyL)	463	No
DinB	PF05163.15	DinB family	166	No
COX5A	PF02284.19	Cytochrome c oxidase subunit Va	103	No
CtsR	PF05848.14	CtsR N-terminal HTH domain	72	No
Dioxygenase_C	PF00775.24	Dioxygenase	182	No
CTX_RstB	PF07459.14	CTX phage RstB protein	90	No
COX5B	PF01215.22	Cytochrome c oxidase subunit Vb	129	No
Dip	PF17679.4	gp37/Dip protein	273	No
Diphthamide_syn	PF01866.20	Putative diphthamide synthesis protein	302	No
Diphthami_syn_2	PF01902.20	Diphthamide synthase	219	No
Diphtheria_C	PF02763.17	"Diphtheria toxin, C domain"	187	No
Diphtheria_R	PF01324.22	"Diphtheria toxin, R domain"	154	No
Diphtheria_T	PF02764.17	"Diphtheria toxin, T domain"	161	No
COX6A	PF02046.18	Cytochrome c oxidase subunit VIa	112	No
Cytochrom_C550	PF14495.9	Cytochrome c-550 domain	136	No
Coa1	PF08695.13	Cytochrome oxidase complex assembly protein 1	117	No
CMV_1a_C	PF12503.11	Cucumber mosaic virus 1a protein C terminal	84	No
DisA	PF19226.3	DisA glycoprotein	368	No
Cytochrome_P460	PF16694.8	Cytochrome P460	125	No
Disaggr_assoc	PF08480.13	Disaggregatase related	189	No
Disaggr_repeat	PF06848.14	Disaggregatase related repeat	180	No
DiSB-ORF2_chro	PF16506.8	Putative virion glycoprotein of insect viruses	233	No
Dishevelled	PF02377.18	Dishevelled specific domain	160	No
CUE	PF02845.19	CUE domain	42	No
CUPID	PF11819.11	Cytohesin Ubiquitin Protein Inducing Domain	136	No
Cullin_Nedd8	PF10557.12	Cullin protein neddylation domain	63	No
DIT1_PvcA	PF05141.15	Pyoverdine/dityrosine biosynthesis protein	277	No
divDNAB	PF20307.1	Divergent DnaB-like ATPase	356	No
divDNApol	PF20286.1	Divergent Family B DNA polymerase	705	No
Cu	PF17563.5	Cupiennin	27	No
CYTL1	PF15153.9	Cytokine-like protein 1	127	No
Cupin_2	PF07883.14	Cupin domain	71	No
DJ-1_PfpI	PF01965.27	DJ-1/PfpI family	165	No
Curlin_rpt	PF07012.15	Curlin associated repeat	34	No
Curto_V3	PF07436.14	Curtovirus V3 protein	87	No
CDtoxinA	PF03498.17	Cytolethal distending toxin A/C domain	150	No
DLEU7	PF15760.8	Leukemia-associated protein 7	194	No
DLH	PF01738.21	Dienelactone hydrolase family	217	No
DLIC	PF05783.14	Dynein light intermediate chain (DLIC)	471	No
CUT	PF02376.18	CUT domain	79	No
DLP_helical	PF18709.4	Dynamin-like helical domain	344	No
DltD	PF04914.15	DltD protein	349	No
CUTL	PF16557.8	CUT1-like DNA-binding domain of SATB	72	No
Cytomega_TRL10	PF06084.14	Cytomegalovirus TRL10 protein	150	No
Cytomega_UL20A	PF05984.15	Cytomegalovirus UL20A protein	103	No
CutA1	PF03091.18	CutA1 divalent ion tolerance protein	99	No
Cuticle_4	PF15955.8	Cuticle protein	81	No
DMAP1	PF05499.15	DNA methyltransferase 1-associated protein 1 (DMAP1)	165	No
CTU2	PF10288.12	Cytoplasmic tRNA 2-thiolation protein 2	111	No
DNMT1-RFD	PF12047.11	Cytosine specific DNA methyltransferase replication foci domain	144	No
Cuticle_2	PF08184.14	Cuticle protein 7 isoform family	59	No
DMP1	PF07263.14	Dentin matrix protein 1 (DMP1)	520	No
EF-hand_4	PF12763.10	Cytoskeletal-regulatory complex EF hand	104	No
CPCFC	PF17223.6	Cuticle protein CPCFC	17	No
CvfB_WH	PF17783.4	CvfB-like winged helix domain	58	No
Peptidase_M17_N	PF02789.20	"Cytosol aminopeptidase family, N-terminal domain"	126	No
Pepdidase_M14_N	PF18027.4	Cytosolic carboxypeptidase N-terminal domain	107	No
CW_7	PF08230.14	CW_7 repeat	40	No
cwf21	PF08312.15	cwf21 domain	44	No
DmsC	PF04976.15	DMSO reductase anchor subunit (DmsC)	276	No
DMSP_lyase	PF16867.8	Dimethlysulfonioproprionate lyase	161	No
zf-CW	PF07496.18	CW-type Zinc Finger	48	No
cPLA2_C2	PF18695.4	Cytosolic phospholipases A2 C2-domain	112	No
PGDH_inter	PF19304.2	D-3-phosphoglycerate dehydrogenase intervening domain	119	No
DNA-PKcs_N	PF20500.1	"DNA-PKcs, N-terminal"	810	No
Dna2	PF08696.14	DNA replication factor Dna2	203	No
CX	PF01705.22	CX module	59	No
DAD	PF02109.19	DAD family	109	No
preSET_CXC	PF18264.4	CXC domain	32	No
MSL2-CXC	PF16682.8	CXC domain of E3 ubiquitin-protein ligase MSL2	55	No
DnaB_C	PF03796.18	DnaB-like helicase C terminal domain	254	No
Dala_Dala_lig_N	PF01820.24	D-ala D-ala ligase N-terminus	108	No
VanY	PF02557.20	D-alanyl-D-alanine carboxypeptidase	133	No
CxC6	PF18721.4	CxC6 like cysteine cluster associated with KDZ transposases	66	No
CxC7	PF18866.4	CxC7 like cysteine cluster associated with KDZ transposases	64	No
DnaJ-like_C11_C	PF11875.11	"DnaJ-like protein C11, C-terminal"	153	No
DnaJ-X	PF14308.9	X-domain of DnaJ-containing	209	No
DALR_1	PF05746.18	DALR anticodon binding domain	119	No
CXCR4_N	PF12109.11	CXCR4 Chemokine receptor N terminal	33	No
DAN	PF03045.18	DAN domain	114	No
DNAPKcs_CC1-2	PF20502.1	"DNA-dependent protein kinase catalytic subunit, CC1/2"	809	No
DNAPKcs_CC3	PF08163.15	"DNA-dependent protein kinase catalytic subunit, CC3"	388	No
DNAPKcs_CC5	PF19704.2	"DNA-PKcs, CC5"	691	No
Darcynin	PF17074.8	"Darcynin, domain of unknown function"	124	No
CXCXC	PF03128.17	CXCXC repeat	13	No
DNApol_Exo	PF18136.4	DNA mitochondrial polymerase exonuclease domain	282	No
zf-CXXC	PF02008.23	CXXC zinc finger domain	48	No
DNase_II	PF03265.18	Deoxyribonuclease II	328	No
DAZAP2	PF11029.11	DAZ associated protein 2 (DAZAP2)	133	No
Cyanate_lyase	PF02560.17	Cyanate lyase C-terminal domain	69	No
DnaT_2	PF20557.1	Putative DnaT-like ssDNA binding protein	168	No
DNA_alkylation	PF08713.14	DNA alkylation repair enzyme	213	No
NdhO	PF11910.11	Cyanobacterial and plant NDH-1 subunit O	67	No
cNMP_binding	PF00027.32	Cyclic nucleotide-binding domain	89	No
cREC_REC	PF20274.1	Cyclic-phosphate processing Receiver domain	89	No
DMTF1_N	PF20588.1	Cyclin-D-binding Myb-like transcription factor 1 N-terminal	72	No
DNA_gyraseB	PF00204.28	DNA gyrase B	174	No
CDI	PF02234.22	Cyclin-dependent kinase inhibitor	49	No
DBC1	PF14443.9	DBC1	123	No
DNA_ligase_aden	PF01653.21	NAD-dependent DNA ligase adenylation domain	319	No
P19Arf_N	PF07392.15	Cyclin-dependent kinase inhibitor 2a p19Arf N-terminus	51	No
DNA_ligase_A_M	PF01068.24	ATP dependent DNA ligase domain	204	No
DNA_ligase_A_N	PF04675.17	DNA ligase N terminus	173	No
DCC1-like	PF04134.15	DCC1-like thiol-disulfide oxidoreductase	113	No
CKS	PF01111.22	Cyclin-dependent kinase regulatory subunit	68	No
Cyc-maltodext_C	PF10438.12	Cyclo-malto-dextrinase C-terminal domain	76	No
Cyc-maltodext_N	PF09087.14	"Cyclomaltodextrinase, N-terminal"	88	No
Cyclotide	PF03784.16	Cyclotide family	30	No
DNA_methylase	PF00145.20	C-5 cytosine-specific DNA methylase	335	No
Cyd_oper_YbgE	PF09600.13	Cyd operon protein YbgE (Cyd_oper_YbgE)	79	No
DCP1	PF06058.16	Dcp1-like decapping family	117	No
DNA_Packaging	PF11053.11	Terminase DNA packaging enzyme	157	No
CysA_C_terminal	PF17850.4	CysA C-terminal regulatory domain	43	No
DNA_pack_C	PF02499.18	"Probable DNA packing protein, C-terminus"	349	No
DNA_pack_N	PF02500.18	"Probable DNA packing protein, N-terminus"	278	No
DNA_photolyase	PF00875.21	DNA photolyase	164	No
DNA_pol3_alpha	PF07733.15	Bacterial DNA polymerase III alpha NTPase domain	260	No
Gliadin	PF13016.9	Cys-rich Gliadin N-terminal	77	No
DcrB	PF08786.14	DcrB	129	No
SH3_14	PF18343.4	Dda helicase SH3 domain	130	No
DDE_Tnp_IS240	PF13610.9	DDE domain	139	No
DDE_3	PF13358.9	DDE superfamily endonuclease	146	No
ddrB-ParB	PF18763.4	ddrB-like ParB superfamily domain	124	No
DNA_pol3_delta	PF06144.16	"DNA polymerase III, delta subunit"	174	No
DNA_pol3_delta2	PF13177.9	"DNA polymerase III, delta subunit"	161	No
DdrB	PF12747.10	DdrB-like protein	132	No
DNA_pol3_finger	PF17657.4	Bacterial DNA polymerase III alpha subunit finger domain	166	No
DEC-1_C	PF04626.16	"Dec-1 protein, C terminal region"	131	No
Cystatin	PF00031.24	Cystatin domain	92	No
Decorin_bind	PF02352.18	Decorin binding protein	141	No
Peptidase_Prp	PF04327.15	Cysteine protease Prp	90	No
DNA_pol_A	PF00476.23	DNA polymerase family A	377	No
ADD_ATRX	PF17981.4	Cysteine Rich ADD domain	56	No
DNA_pol_A_exo1	PF01612.23	3'-5' exonuclease	176	No
ADD_DNMT3	PF17980.4	Cysteine rich ADD domain in DNMT3	56	No
DNA_pol_B	PF00136.24	DNA polymerase family B	459	No
DNA_pol_B_2	PF03175.16	"DNA polymerase type B, organellar and viral"	469	No
DOCK_C-D_N	PF11878.11	"Dedicator of cytokinesis C/D, N terminal"	112	No
DNA_pol_B_exo1	PF03104.22	"DNA polymerase family B, exonuclease domain"	337	No
DNA_pol_B_exo2	PF10108.12	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB	211	No
DarA_N	PF18788.4	Defence against restriction A N-terminal	122	No
Dehydratase_MU	PF02288.18	Dehydratase medium subunit	110	No
Cys_rich_FGFR	PF00839.20	Cysteine rich repeat	58	No
Dehydratase_SU	PF02287.18	Dehydratase small subunit	133	No
DHquinase_II	PF01220.22	Dehydroquinase class II	138	No
DNA_pol_E_B	PF04042.19	DNA polymerase alpha/epsilon subunit B	211	No
C_tripleX	PF02363.22	Cysteine rich repeat	17	No
DNA_pol_phi	PF04931.16	DNA polymerase phi	767	No
DNA_pol_P_Exo	PF18049.4	DNA polymerase nu pseudo-exo	218	No
DNA_pol_viral_C	PF00336.21	DNA polymerase (viral) C-terminal domain	233	No
DNA_pol_viral_N	PF00242.20	DNA polymerase (viral) N-terminal domain	353	No
DNER_C	PF19330.2	Delta and Notch-like EGF-related receptor C-terminus	112	No
DNA_primase_lrg	PF04104.17	"Eukaryotic and archaeal DNA primase, large subunit"	266	No
DNA_primase_S	PF01896.22	DNA primase small subunit	182	No
DNA_processg_A	PF02481.18	DNA recombination-mediator protein A	210	No
CRAM_rpt	PF07016.14	Cysteine-rich acidic integral membrane protein precursor	22	No
Defensin_like	PF10868.11	"Cysteine-rich antifungal protein 2, defensin-like"	50	Yes
DNA_topoisoIV	PF00521.23	"DNA gyrase/topoisomerase IV, subunit A"	426	No
Cys_rich_CPCC	PF14206.9	Cysteine-rich CPCC	75	No
DndB	PF14072.9	DNA-sulfur modification-associated	346	No
Endotoxin_C	PF03944.17	delta endotoxin	143	No
DTC	PF18102.4	Deltex C-terminal domain	133	No
dNK	PF01712.22	Deoxynucleoside kinase	204	No
DNase_NucA_NucB	PF14040.9	Deoxyribonuclease NucA/NucB	113	No
Cys_rich_CPXG	PF14255.9	Cysteine-rich CPXCG	52	No
DO-GTPase1	PF19975.2	Double-GTPase 1	273	No
DO-GTPase2	PF19993.2	Double-GTPase 2	227	No
DOCK-C2	PF14429.9	C2 domain in Dock180 and Zizimin proteins	188	No
NICE-1	PF15845.8	Cysteine-rich C-terminal 1 family	89	No
Cys_rich_CWC	PF14375.9	Cysteine-rich CWC	50	No
Tox-PLDMTX	PF15645.9	Dermonecrotoxin of the Papain-like fold	141	No
DOCK_N	PF16172.8	DOCK N-terminus	385	No
C6_DPF	PF10170.12	Cysteine-rich domain	95	No
CCG	PF02754.19	Cysteine-rich domain	85	No
Destabilase	PF05497.15	Destabilase	118	No
Dev_Cell_Death	PF10539.12	Development and cell death domain	127	No
Dopey_N	PF04118.17	"Dopey, N-terminal"	309	No
CIDR1_gamma	PF18562.4	Cysteine-Rich Interdomain Region 1 gamma	52	No
DOR	PF14839.9	DOR family	237	No
Dor1	PF04124.15	Dor1-like family	336	No
DOT1	PF08123.16	Histone methylation protein DOT1	205	No
Dfp1_Him1_M	PF08630.13	"Dfp1/Him1, central region"	127	No
DGC	PF08859.14	DGC domain	106	No
DotU	PF09850.12	Type VI secretion system protein DotU	205	No
Dot_icm_IcmQ	PF09475.13	Dot/Icm secretion system protein (dot_icm_IcmQ)	179	No
D-Glu_cyclase	PF07286.15	D-glutamate cyclase	143	No
DoxD	PF04173.16	TQO small subunit DoxD	167	No
Cys_rich_KTR	PF14205.9	Cysteine-rich KTR	54	No
DHH	PF01368.23	DHH family	122	No
DHHA1	PF02272.22	DHHA1 domain	138	No
DHHA2	PF02833.17	DHHA2 domain	145	No
DHHC	PF01529.23	DHHC palmitoyltransferase	134	No
DHR-2_Lobe_C	PF20421.1	"DHR-2, Lobe C"	103	No
zf-like	PF04071.15	Cysteine-rich small domain	82	No
DPCD	PF14913.9	DPCD protein family	190	No
CYSTM	PF12734.10	Cysteine-rich TM module stress tolerance	42	No
Cys_rich_VLP	PF14194.9	Cysteine-rich VLP	57	No
Cys_Knot_tox	PF17486.5	Cystine knot toxins	70	No
Cytochrom_B559	PF00283.22	"Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits"	29	No
DpnI	PF06044.15	Dam-replacing family	183	No
DpnII	PF04556.15	DpnII restriction endonuclease	279	No
DAGK_cat	PF00781.27	Diacylglycerol kinase catalytic domain	127	No
Cyt-b5	PF00173.31	Cytochrome b5-like Heme/Steroid binding domain	75	No
PetG	PF02529.18	Cytochrome B6-F complex subunit 5	36	No
PetL	PF05115.17	Cytochrome B6-F complex subunit VI (PetL)	31	No
DPPIV_N	PF00930.24	Dipeptidyl peptidase IV (DPP IV) N-terminal region	355	No
Cyt_b-c1_8	PF10890.11	Cytochrome b-c1 complex subunit 8	72	No
Dpp_8_9_N	PF19520.2	Dipeptidyl peptidase 8 and 9 N-terminal	155	No
Cytochrom_C	PF00034.24	Cytochrome c	92	No
DPRP	PF04244.16	Deoxyribodipyrimidine photo-lyase-related protein	224	No
COA2	PF17051.8	Cytochrome C oxidase assembly factor 2	86	No
Dpy19	PF10034.12	Q-cell neuroblast polarisation	655	No
DACZ_N	PF19294.2	"Diadenylate cyclase, N-terminal"	125	No
Coa3_cc	PF09813.12	Cytochrome c oxidase assembly factor 3	48	No
DRAT	PF07357.14	Dinitrogenase reductase ADP-ribosyltransferase (DRAT)	257	No
Draxin	PF15550.9	Draxin	324	No
Drc1-Sld2	PF11719.11	DNA replication and checkpoint protein	450	No
DAP_epimerase	PF01678.22	Diaminopimelate epimerase	121	No
DREPP	PF05558.15	DREPP plasma membrane polypeptide	206	No
DREV	PF05219.15	DREV methyltransferase	265	No
COX16	PF14138.9	Cytochrome c oxidase assembly protein COX16	79	No
Drf_FH1	PF06346.15	Formin Homology Region 1	157	No
Drf_FH3	PF06367.19	Diaphanous FH3 Domain	195	No
Drf_GBD	PF06371.16	Diaphanous GTPase-binding Domain	192	No
Pet191_N	PF10203.12	Cytochrome c oxidase assembly protein PET191	67	No
DRIM	PF07539.15	Down-regulated in metastasis	619	No
MatC_N	PF07158.14	Dicarboxylate carrier protein MatC N-terminus	149	No
Dicty_spore_N	PF04562.15	"Dictyostelium spore coat protein, N terminus"	114	No
Dict-STAT-coil	PF09267.13	"Dictyostelium STAT, coiled coil"	114	No
DrsE_2	PF13686.9	DsrE/DsrF/DrsH-like family	153	No
PPDFL	PF15060.9	Differentiation and proliferation regulator	110	No
DHC	PF09626.13	Dihaem cytochrome c	111	No
Cmc1	PF08583.13	Cytochrome c oxidase biogenesis protein Cmc1 like	70	No
DS	PF01916.20	Deoxyhypusine synthase	288	No
DSBA	PF01323.23	DSBA-like thioredoxin domain	193	No
CCP_MauG	PF03150.17	Di-haem cytochrome c peroxidase	150	No
DapB_C	PF05173.17	"Dihydrodipicolinate reductase, C-terminus"	121	No
COX7B	PF05392.14	Cytochrome C oxidase chain VIIB	79	No
DsbD	PF02683.18	Cytochrome C biogenesis protein transmembrane region	213	No
DsbD_2	PF13386.9	Cytochrome C biogenesis protein transmembrane region	199	No
COX17	PF05051.16	Cytochrome C oxidase copper chaperone (COX17)	48	No
DapB_N	PF01113.23	"Dihydrodipicolinate reductase, N-terminus"	124	No
DHNA	PF04038.15	Dihydroneopterin aldolase	108	No
FolB	PF02152.21	Dihydroneopterin aldolase	111	No
DHOase	PF12890.10	Dihydro-orotase-like	142	No
DSHCT	PF08148.15	DSHCT (NUC185) domain	162	No
Dsh_C	PF12316.11	Segment polarity protein dishevelled (Dsh) C terminal	211	No
COX2-transmemb	PF09125.13	"Cytochrome C oxidase subunit II, transmembrane"	38	No
Dsl1_C	PF11989.11	Retrograde transport protein Dsl1 C terminal	194	No
Dsl1_N	PF11988.11	Retrograde transport protein Dsl1 N terminal	352	No
Fer4_20	PF14691.9	"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster"	112	No
DIL	PF01843.22	DIL domain	105	No
COX2_TM	PF02790.18	"Cytochrome C oxidase subunit II, transmembrane domain"	89	No
DinB_2	PF12867.10	DinB superfamily	128	No
Utp12	PF04003.15	Dip2/Utp12 Family	107	No
CoxIIa	PF08113.14	Cytochrome c oxidase subunit IIa family	33	No
COX6C	PF02937.18	Cytochrome c oxidase subunit VIc	70	No
COX7a	PF02238.18	Cytochrome c oxidase subunit VII	53	No
COX7C	PF02935.19	Cytochrome c oxidase subunit VIIc	64	No
Cytochrome_CBB3	PF13442.9	"Cytochrome C oxidase, cbb3-type, subunit III"	67	No
DpaA_N	PF16924.8	Dipicolinate synthase subunit A N-terminal domain	116	No
dTDP_sugar_isom	PF00908.20	"dTDP-4-dehydrorhamnose 3,5-epimerase"	168	No
Dirigent	PF03018.17	Dirigent-like protein	149	No
DTW	PF03942.18	DTW domain	202	No
Cytochrom_c3_2	PF14537.9	Cytochrome c3	81	No
DUF1002	PF06207.14	Protein of unknown function (DUF1002)	220	No
DIRP	PF06584.16	DIRP	107	No
DUF1005	PF06219.15	Protein of unknown function (DUF1005)	437	No
DUF1007	PF06226.16	Protein of unknown function (DUF1007)	210	No
Cytochrome_C554	PF13435.9	Cytochrome c554 and c-prime	84	No
