#Name	Accession	Description	Length	Related
choice_anch_C	TIGR04362.1	choice-of-anchor C family protein	157	No
glyco_rpt_poly	TIGR04370.1	oligosaccharide repeat unit polymerase	396	No
methyltran_NanM	TIGR04371.1	putative sugar O-methyltransferase	273	No
myo_inos_iolB	TIGR04378.1	5-deoxy-glucuronate isomerase	247	No
myo_inos_iolG	TIGR04380.1	inositol 2-dehydrogenase	330	No
myo_inos_iolC_N	TIGR04382.1	5-dehydro-2-deoxygluconokinase	309	No
CcmD_alt_fam	TIGR04391.1	CcmD family protein	36	No
surf_polysacc	TIGR04396.1	surface carbohydrate biosynthesis protein (Provisional)	322	No
group_II_RT_mat	TIGR04416.1	group II intron reverse transcriptase/maturase	353	No
PFTS_polysacc	TIGR04417.1	polysaccharide biosynthesis PFTS motif protein	522	No
glyco_TIGR04440	TIGR04440.1	TIGR00180 family glycosyltransferase	215	No
creatininase	TIGR04448.1	creatininase	246	No
halocin_C8_dom	TIGR04449.1	halocin C8-like domain-containing protein	69	No
rSAM_vs_C_rich	TIGR04463.1	TIGR04463 family radical SAM/SPASM RiPP maturase	438	No
rSAM_mob_pairB	TIGR04470.1	radical SAM mobile pair protein B	285	No
tcm_partner	TIGR04474.1	three-Cys-motif partner protein TcmP	263	No
AbiV_defense	TIGR04498.1	AbiV family abortive infection protein	143	No
GWxTD_dom	TIGR04514.1	GWxTD domain-containing protein	105	No
ECF_ATPase_1	TIGR04520.1	energy-coupling factor transporter ATPase	269	No
rSAM_ahbD_hemeb	TIGR04545.1	heme b synthase	339	No
rSAM_ahbC_deAc	TIGR04546.1	12,18-didecarboxysiroheme deacetylase	390	No
sigma_mbnA	NF040705.1	methanobactin precursor domain-containing sigma factor	272	No
PRK06762.3-4	NF005259.0	hypothetical protein (Provisional)	170	No
linco_LnuD	NF000017.1	lincosamide nucleotidyltransferase Lnu(D)	164	No
D_ala_D_ser_VanE	NF000036.1	D-alanine--D-serine ligase VanE	352	No
D_ala_D_ser_VanN	NF000093.1	D-alanine--D-serine ligase VanN	343	No
AAC_6p_Entco	NF000165.3	aminoglycoside N-acetyltransferase AAC(6')-Ii	178	No
vanH_Agroup	NF000371.1	VanH-A/VanH-Pt family D-lactate dehydrogenase	322	No
vanR-B	NF000402.1	VanB-type vancomycin resistance response regulator transcription factor VanR	219	No
vanR-C	NF000403.1	VanC-type vancomycin resistance DNA-binding response regulator VanR	231	No
vanY_BG	NF000473.1	VanY-B/VanY-G family D-Ala-D-Ala carboxypeptidase	274	No
PRK08581.1-3	NF006361.0	amidase domain-containing protein	652	No
VanC1_ser_lig	NF012213.0	D-alanine--D-serine ligase VanC1	343	No
D_ala_D_ser_VanC	NF012214.1	D-alanine--D-serine ligase VanC	350	No
HK_VanS_B	NF033090.1	VanB-type vancomycin resistance histidine kinase VanS	447	No
vanW-B	NF033122.1	glycopeptide resistance accessory protein VanW-B	275	No
enterocin_LsbB	NF033385.1	LsbB family leaderless bacteriocin	35	Yes
QWxxN_dom	NF033898.1	QWxxN domain	127	No
EpaQ_fam	NF037933.1	EpaQ family protein	377	No
fibro_bind_EfbA	NF038240.1	fibronectin-binding protein EfbA	567	No
Epx	NF040768.1	enterococcus pore-forming toxin Epx	297	No
linco_LnuE	NF000478.2	lincosamide nucleotidyltransferase Lnu(E)	160	No
PRK05270.3-2	NF003637.0	UDP-glucose--hexose-1-phosphate uridylyltransferase	404	No
trim_sens_DfrEf	NF033473.1	trimethoprim-sensitive dihydrofolate reductase	164	No
Agg_substance	NF033875.1	LPXTG-anchored aggregation substance	1306	No
branched_ptb	TIGR02709.1	branched-chain phosphotransacylase	271	No
blaDIM	NF000445.2	DIM family subclass B1 metallo-beta-lactamase	251	No
PRK00218.1-3	NF001247.0	high frequency lysogenization protein HflD	207	No
PRK00259.1-5	NF001327.0	septation protein A	197	No
PRK00294.1	NF001420.0	co-chaperone HscB	173	No
PRK00295.1	NF001421.0	hypothetical protein (Provisional)	68	Yes
PRK00304.1	NF001441.0	hypothetical protein (Provisional)	75	Yes
PRK00321.1-2	NF001461.0	recombination-associated protein RdgC	306	No
PRK05170.1-6	NF003502.0	YcgN family cysteine cluster protein	149	No
PRK05255.1-4	NF003596.0	ribosome-associated protein	173	No
PRK05645.1	NF004190.0	lysophospholipid acyltransferase	295	No
PRK05674.1	NF004227.0	gamma-carboxygeranoyl-CoA hydratase	271	No
PRK05687.1-5	NF004269.1	flagellar assembly protein FliH	249	No
PRK05713.1	NF004317.0	iron-sulfur-binding ferredoxin reductase	312	No
PRK05714.1	NF004318.0	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	407	No
PRK05717.1	NF004324.0	SDR family oxidoreductase	258	No
PRK05723.1	NF004343.0	flavodoxin	151	No
PRK09450.2-2	NF006982.0	class I adenylate cyclase	951	No
PRK09579.1	NF007133.0	multidrug efflux RND transporter permease subunit	1017	No
PRK09640.1	NF007222.0	RNA polymerase sigma factor SigX	188	No
PRK12292.1-4	NF008937.0	ATP phosphoribosyltransferase regulatory subunit	395	No
PRK12492.1	NF009139.0	long-chain-fatty-acid--CoA ligase	562	No
PRK12523.1	NF009175.0	RNA polymerase sigma factor	172	No
PRK12717.1	NF009361.0	flagellar hook-associated protein 3	524	No
PRK13222.1-3	NF009696.0	N-acetylmuramic acid 6-phosphate phosphatase MupP	223	No
PRK13261.1-5	NF009753.0	urease accessory protein UreE	166	No
PRK13322.1-2	NF009857.0	pantothenate kinase	249	No
PRK13322.1-4	NF009859.0	pantothenate kinase	249	No
PRK14194.1	NF010790.0	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	301	No
blaPST	NF033584.1	PST family subclass B1 metallo-beta-lactamase	242	No
epimerase_AlgG	NF038177.1	mannuronan 5-epimerase AlgG	519	No
cyclopro_CfaB	NF040703.1	C17 cyclopropane fatty acid synthase CfaB	393	No
condensinMksB	NF040857.1	Mks condensin complex protein MksB	412	No
condensinMksE	NF040858.1	Mks condensin complex protein MksE	232	No
condensinMksF	NF040859.1	Mks condensin complex protein MksF	926	No
AZL_007950_fam	TIGR04061.1	putative natural product biosynthesis protein	164	No
PRK09505.2-3	NF007058.0	alpha-amylase	742	No
PRK00139.2-5	NF001131.0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	483	No
PRK05270.2-3	NF003634.0	UDP-glucose--hexose-1-phosphate uridylyltransferase	493	No
PRK08581.1-4	NF006362.0	amidase domain-containing protein	541	No
PRK14553.2-3	NF011130.0	ribosomal-processing cysteine protease Prp	111	No
PRK14553.3-3	NF011134.0	ribosomal-processing cysteine protease Prp	95	No
holin_3	NF037945.1	bacteriophage holin	37	No
PRK00094.2-3	NF000945.0	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	352	No
PRK01558.1	NF002424.0	V-type ATP synthase subunit E	203	No
PRK05771.2-2	NF004429.0	V-type ATP synthase subunit I	608	No
PRK06647.1	NF005173.0	DNA polymerase III subunits gamma and tau (Provisional)	568	No
PRK06654.1	NF005175.0	flagellar basal body-associated protein FliL (Provisional)	181	No
PRK12705.1-2	NF009345.0	hypothetical protein (Provisional)	509	No
PRK14512.1	NF011089.0	ATP-dependent Clp protease proteolytic subunit (Provisional)	200	No
PRK14536.1	NF011108.0	cysteine--tRNA ligase	490	No
PRK14637.1	NF011230.0	ribosome maturation factor RimP	152	No
pallilysin_like	NF033751.1	pallilysin-related adhesin	385	No
blaPDC_var	NF000519.2	PDC variant family class C beta-lactamase	397	No
vanZ-F	NF000145.1	glycopeptide resistance protein VanZ-F	206	No
MsrSA	NF000256.1	ABC-F type ribosomal protection protein Msr(A)	488	No
PRK00409.1-3	NF001620.0	endonuclease MutS2	786	No
PRK00443.1-1	NF001682.0	glucosamine-6-phosphate deaminase	262	No
PRK00513.1-3	NF001772.0	septum site-determining protein MinC	226	No
PRK01222.2-1	NF002301.0	phosphoribosylanthranilate isomerase	217	No
PRK01699.1	NF002466.0	flagellar hook-basal body complex protein FliE	99	No
PRK02260.1-3	NF002603.0	S-ribosylhomocysteine lyase	157	No
PRK02886.1	NF002777.0	hypothetical protein (Provisional)	90	Yes
PRK02899.1	NF002781.0	genetic competence negative regulator	198	No
PRK02935.1	NF002796.0	hypothetical protein (Provisional)	118	Yes
PRK02944.1	NF002803.0	YidC family membrane integrase SpoIIIJ	255	No
PRK03065.1	NF002838.0	hut operon transcriptional regulator HutP	148	No
PRK03140.1	NF002853.0	phosphatidylserine decarboxylase	262	No
PRK03501.1	NF002902.0	NAD kinase	266	No
PRK04069.1	NF003144.0	anti-sigma B factor RsbW	161	No
PRK04778.1-7	NF003413.0	septation ring formation regulator EzrA	564	No
PRK05406.1-2	NF003813.0	5-oxoprolinase subunit PxpA	252	No
PRK05627.1-4	NF004161.0	bifunctional riboflavin kinase/FAD synthetase	324	No
PRK05777.2-4	NF004446.0	NADH-quinone oxidoreductase subunit NuoN	502	No
PRK06522.2-4	NF005093.0	2-dehydropantoate 2-reductase	304	No
PRK06635.1-5	NF005156.0	aspartate kinase	411	No
PRK06635.2-5	NF005161.0	aspartate kinase	402	No
PRK06666.1-5	NF005194.1	flagellar motor switch protein FliM	327	No
PRK06718.1	NF005222.0	NAD(P)-binding protein	203	No
PRK06740.1	NF005235.0	histidinol phosphate phosphatase domain-containing protein	335	No
PRK06753.1	NF005243.0	hypothetical protein (Provisional)	374	No
PRK06756.1	NF005246.0	flavodoxin (Provisional)	148	No
PRK06767.1	NF005263.0	methionine gamma-lyase	392	No
PRK06782.1	NF005275.1	flagellar motor switch protein	516	No
PRK06788.1	NF005276.0	flagellar motor switch protein (Provisional)	119	No
PRK06789.1	NF005277.0	flagellar motor switch protein (Provisional)	74	No
PRK06797.1	NF005280.0	flagellar basal body rod protein FlgB (Provisional)	135	No
PRK06798.1	NF005281.0	flagellar hook-associated protein 2	440	No
PRK06800.1	NF005283.0	flagellar assembly protein H (Provisional)	228	No
PRK06926.1	NF005383.1	flagellar motor protein MotP	271	No
PRK06928.1	NF005384.0	pyrroline-5-carboxylate reductase ProG	277	No
PRK06930.1	NF005385.0	positive control sigma-like factor (Provisional)	170	No
PRK07639.1	NF005798.0	petrobactin biosynthesis protein AsbD	91	No
PRK07650.1	NF005800.0	aminodeoxychorismate lyase	290	No
PRK07661.1	NF005805.0	acetyl-CoA C-acetyltransferase	391	No
PRK07680.1	NF005814.0	late competence protein ComER	275	No
PRK07682.1	NF005816.0	aminotransferase	390	No
PRK07695.1	NF005819.0	thiazole tautomerase TenI	205	No
PRK07709.1	NF005823.0	fructose-bisphosphate aldolase	285	No
PRK07710.1	NF005824.0	acetolactate synthase large subunit	573	No
PRK07740.1	NF005836.0	hypothetical protein (Provisional)	244	No
PRK08064.1	NF005976.0	cystathionine beta-lyase	390	No
PRK08073.1	NF005980.0	flagellar hook-associated protein 3	287	No
PRK08207.1-4	NF006061.0	coproporphyrinogen III oxidase	501	No
PRK08311.1-3	NF006172.0	RNA polymerase sigma factor SigI	248	No
PRK08589.1	NF006366.0	SDR family oxidoreductase	272	No
PRK08601.1	NF006373.0	NADH dehydrogenase subunit 5	510	No
PRK08610.1	NF006376.0	fructose-bisphosphate aldolase	286	No
PRK08965.1-1	NF006517.0	Na+/H+ antiporter subunit E	161	No
PRK09379.1	NF006897.0	LytR family transcriptional regulator	308	No
PRK09399.1	NF006905.0	small acid-soluble spore protein P	48	No
PRK09415.1	NF006930.0	RNA polymerase factor sigma C (Provisional)	179	No
PRK09416.1	NF006931.0	PadR family transcriptional regulator	135	No
PRK09633.1	NF007211.0	DNA ligase D	610	No
PRK09639.1-1	NF007217.0	RNA polymerase sigma factor SigX	194	No
PRK09639.1-5	NF007220.0	RNA polymerase sigma factor SigX	181	No
PRK10577.2-2	NF007871.0	Fe(3+)-hydroxamate ABC transporter permease FhuB	679	No
PRK12357.1	NF009021.0	glutaminase	326	No
PRK12411.1	NF009076.0	cytidine deaminase	132	No
PRK12416.1	NF009081.0	protoporphyrinogen oxidase	466	No
PRK12435.1	NF009095.0	ferrochelatase	311	No
PRK12452.1	NF009107.0	cardiolipin synthase	509	No
PRK12475.1	NF009123.0	MoeB/ThiF family adenylyltransferase	338	No
PRK12543.1	NF009195.0	RNA polymerase sigma factor (Provisional)	192	No
PRK12586.1	NF009236.0	Na+/H+ antiporter subunit G	145	No
PRK12859.1	NF009499.0	SDR family oxidoreductase	258	No
PRK13024.1-1	NF009581.0	protein translocase subunit SecDF	752	No
PRK13024.1-4	NF009584.0	protein translocase subunit SecDF	759	No
PRK13169.1-5	NF009644.0	DNA replication initiation control protein YabA	116	No
PRK13261.2-1	NF009755.0	urease accessory protein UreE	150	No
PRK13314.1	NF009839.0	heme oxygenase	107	No
PRK13385.1	NF009924.0	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	230	No
PRK13453.1	NF009987.0	F0F1 ATP synthase subunit B	173	No
PRK13668.1	NF010189.0	hypothetical protein (Provisional)	267	No
PRK13673.1-5	NF010198.0	hypothetical protein (Provisional)	118	Yes
PRK13678.2-2	NF010219.0	hypothetical protein (Provisional)	93	Yes
PRK13679.1	NF010223.0	hypothetical protein (Provisional)	170	No
PRK13688.1	NF010241.0	N-acetyltransferase	159	No
PRK13917.1	NF010498.0	plasmid segregation protein ParM (Provisional)	344	No
PRK13929.1	NF010540.1	rod-share determining protein MreBH	334	No
PRK13953.1	NF010558.0	large conductance mechanosensitive channel protein MscL	128	No
PRK14063.1	NF010666.0	exodeoxyribonuclease VII small subunit	78	No
PRK14125.1	NF010723.0	cell division suppressor protein YneA	105	No
PRK14205.1	NF010801.0	fluoride efflux transporter CrcB	118	No
PRK14515.1	NF011092.0	aspartate ammonia-lyase	479	No
classA_firm	NF012167.0	class A beta-lactamase	255	No
BlaI_of_BCL	NF012168.1	penicillinase repressor BlaI	121	No
sensor_BlaR1	NF033108.1	beta-lactam sensor/signal transducer BlaR1	585	No
lipo_NDxxF	NF033193.2	NDxxF motif lipoprotein	199	No
small_YtzI	NF033232.1	YtzI protein	41	No
stregram_VatI	NF033468.1	streptogramin A O-acetyltransferase Vat(I)	208	No
AAC_2p_IIb	NF033472.1	kasugamycin N-acetyltransferase AAC(2')-IIb	228	No
merT_RC607	NF033560.1	mercuric transport protein MerT	97	No
BH0509_fam	NF033562.2	BH0509 family protein	43	No
AimP_fam	NF033802.1	lysogeny pheromone AimP family peptide	43	No
Prli42	NF033880.1	stressosome-associated protein Prli42	31	No
garvicinKS_B	NF038165.1	GatB family leaderless bacteriocin	31	Yes
fosM_gen	NF038306.1	FosM family fosfomycin resistance protein	137	No
AMEP412_fam	NF040841.1	AMEP412 family response elicitor	74	No
lmo0850_fam	NF040845.1	Lmo0850 family protein	34	No
SE1832_fam	NF040877.1	SE1832 family protein	51	No
SE1561_fam	NF040878.1	SE1561 family protein	46	No
RQC_minor_2	NF041108.1	RQC-minor-2 family DNA-binding protein	465	No
panK_eukar	TIGR00555.1	type II pantothenate kinase	304	No
hlyII	TIGR01002.1	beta-channel forming cytolysin	313	No
soxA_mon	TIGR01377.1	sarcosine oxidase, monomeric form (Provisional)	381	No
staph_tand_hypo	TIGR01741.1	TIGR01741 family protein	157	No
rsbW_low_gc	TIGR01924.1	anti-sigma B factor RsbW	159	No
nudix_YtkD	TIGR02705.1	nucleoside triphosphatase YtkD	156	No
caa3_CtaG	TIGR02737.1	cytochrome c oxidase assembly factor CtaG	281	No
GerC3_HepT	TIGR02748.1	heptaprenyl diphosphate synthase component II	319	No
MenG_heptapren	TIGR02752.1	demethylmenaquinone methyltransferase	231	No
spore_sspJ	TIGR02863.1	small acid-soluble spore protein SspJ	47	No
spore_ylxY	TIGR02873.1	probable sporulation protein, polysaccharide deacetylase family (Provisional)	268	No
spore_ypjB	TIGR02878.1	sporulation protein YpjB	233	No
QoxB	TIGR02882.1	cytochrome aa3 quinol oxidase subunit I	643	No
DNA_bind_RsfA	TIGR02894.1	RsfA family transcriptional regulator	161	No
QoxC	TIGR02897.1	cytochrome aa3 quinol oxidase subunit III	190	No
QoxD	TIGR02901.1	cytochrome aa3 quinol oxidase subunit IV	94	No
spore_ysxE	TIGR02904.1	spore coat protein YsxE	309	No
CoxD_Bacillus	TIGR02908.1	cytochrome c oxidase subunit IVB	110	No
Sigma_B	TIGR02941.1	RNA polymerase sigma factor SigB	255	No
salvage_mtnX	TIGR03333.1	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	214	No
B_an_ocin	TIGR03601.1	heterocycloanthracin/sonorensin family bacteriocin	88	No
IsdC	TIGR03656.1	heme uptake protein IsdC	219	No
ocin_ThiF_like	TIGR03693.1	putative thiazole-containing bacteriocin maturation protein	637	No
thiol_BshB2	TIGR04000.1	bacillithiol biosynthesis deacetylase BshB2	217	No
YqxM_for_SipW	TIGR04087.1	amyloid fiber anchoring/assembly protein TapA	186	No
glycopep_SunS	TIGR04196.1	sublancin family glycopeptide	80	No
SecA2_Bac_anthr	TIGR04397.1	accessory Sec system translocase SecA2	774	No
acc_Sec_SLAP	TIGR04399.1	accessory Sec system S-layer assembly protein	288	No
rSAM_skfB	TIGR04403.1	sporulation killing factor system radical SAM maturase	402	No
RiPP_SkfA	TIGR04404.1	sporulation killing factor	53	No
Gpos_C8_like	TIGR04450.1	putative immunity/bacteriocin fusion bifunctional protein	240	No
MFS_efflux_LmrB	NF000060.1	lincomycin efflux MFS transporter Lmr(B)	479	No
ANT_6_aadK	NF000312.1	aminoglycoside 6-adenylyltransferase AadK	284	No
PRK00104.1-1	NF000992.0	segregation/condensation protein A	247	No
PRK00220.2-1	NF001254.0	glycerol-3-phosphate 1-O-acyltransferase PlsY	182	No
PRK00872.1-2	NF002046.0	hypothetical protein (Provisional)	95	Yes
PRK01222.1-3	NF002297.0	phosphoribosylanthranilate isomerase	204	No
PRK01631.1	NF002452.0	hypothetical protein (Provisional)	76	Yes
PRK02234.1-6	NF002585.0	Holliday junction resolvase RecU	200	No
PRK02315.1-1	NF002641.0	adaptor protein MecA	227	No
PRK02487.1-1	NF002692.0	heme-degrading domain-containing protein	158	No
PRK02998.1	NF002824.0	peptidylprolyl isomerase (Provisional)	283	No
PRK03002.1	NF002827.0	peptidylprolyl isomerase PrsA	285	No
PRK03095.1	NF002846.0	peptidylprolyl isomerase PrsA	287	No
PRK04164.1-4	NF003193.0	hypothetical protein (Provisional)	182	No
PRK04778.1-5	NF003411.0	septation ring formation regulator EzrA	570	No
PRK05777.2-1	NF004443.0	NADH-quinone oxidoreductase subunit NuoN	506	No
PRK05846.2-1	NF004502.0	NADH-quinone oxidoreductase subunit M	500	No
PRK05928.1-5	NF004583.0	uroporphyrinogen-III synthase	250	No
PRK06522.2-1	NF005090.0	2-dehydropantoate 2-reductase	296	No
PRK06545.1-1	NF005104.0	prephenate dehydrogenase	366	No
PRK06638.2-1	NF005166.0	NADH-quinone oxidoreductase subunit J	174	No
PRK06672.1	NF005206.0	hypothetical protein (Provisional)	341	No
PRK06683.1	NF005210.0	hypothetical protein (Provisional)	82	Yes
PRK06698.1	NF005213.0	bifunctional 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase/phosphatase (Provisional)	459	No
PRK06702.1	NF005215.0	bifunctional O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase	432	No
PRK06704.1	NF005217.0	RNA polymerase subunit sigma-70	228	No
PRK06705.1	NF005218.0	argininosuccinate lyase	502	No
PRK06710.1	NF005220.0	long-chain-fatty-acid--CoA ligase	563	No
PRK06714.1	NF005221.0	S-adenosylhomocysteine nucleosidase (Provisional)	236	No
PRK06719.1	NF005223.0	precorrin-2 dehydrogenase	157	No
PRK06720.1	NF005224.0	hypothetical protein (Provisional)	169	No
PRK06722.1	NF005226.0	exonuclease	281	No
PRK06724.1	NF005227.0	hypothetical protein (Provisional)	128	Yes
PRK06725.1	NF005228.0	acetolactate synthase large subunit	571	No
PRK06728.1	NF005229.0	aspartate-semialdehyde dehydrogenase	347	No
PRK06731.1	NF005230.0	flagellar biosynthesis regulator FlhF (Provisional)	281	No
PRK06737.1	NF005233.0	ACT domain-containing protein	76	No
PRK06742.1	NF005236.0	flagellar motor protein MotS (Provisional)	225	No
PRK06743.1	NF005237.0	flagellar motor protein MotP (Provisional)	277	No
PRK06748.1	NF005239.0	hypothetical protein (Provisional)	84	Yes
PRK06749.1	NF005240.0	replicative DNA helicase (Provisional)	428	No
PRK06751.1	NF005241.0	single-stranded DNA-binding protein (Provisional)	173	No
PRK06752.1	NF005242.0	single-stranded DNA-binding protein	112	No
PRK06755.1	NF005245.0	hypothetical protein (Provisional)	209	No
PRK06758.1	NF005247.0	hypothetical protein (Provisional)	128	Yes
PRK06760.1	NF005249.0	hypothetical protein (Provisional)	223	No
PRK06763.1	NF005260.0	F0F1 ATP synthase subunit alpha (Provisional)	213	No
PRK06764.1	NF005261.0	hypothetical protein (Provisional)	105	Yes
PRK06770.1-1	NF005265.0	hypothetical protein (Provisional)	161	No
PRK06770.1-2	NF005266.0	hypothetical protein (Provisional)	201	No
PRK06770.1-3	NF005267.0	hypothetical protein (Provisional)	170	No
PRK06770.1-4	NF005268.0	hypothetical protein (Provisional)	188	No
PRK06771.1	NF005269.0	hypothetical protein (Provisional)	97	Yes
PRK06792.1	NF005278.0	flagellar basal body rod modification protein (Provisional)	190	No
PRK06851.1-1	NF005317.0	hypothetical protein (Provisional)	369	No
PRK06920.1	NF005377.0	DNA polymerase III subunit alpha	1108	No
PRK07168.1	NF005524.0	uroporphyrin-III C-methyltransferase	474	No
PRK07668.1	NF005808.0	hypothetical protein (Provisional)	254	No
PRK08207.1-1	NF006059.0	coproporphyrinogen III oxidase	496	No
PRK08295.1-3	NF006146.0	RNA polymerase factor sigma-70	218	No
PRK08311.1-2	NF006171.0	RNA polymerase sigma factor SigI	239	No
PRK09272.1-1	NF006748.0	hypothetical protein (Provisional)	109	Yes
PRK09418.1	NF006933.0	bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	780	No
PRK09419.1-2	NF006935.0	multifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase/5'-nucleotidase	1445	No
PRK09419.1-4	NF006937.0	multifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase/5'-nucleotidase	1411	No
PRK09639.1-4	NF007219.0	RNA polymerase sigma factor SigX	176	No
PRK09639.1-6	NF007221.0	RNA polymerase sigma factor SigX	176	No
PRK09642.1	NF007224.0	RNA polymerase sigma factor	160	No
PRK10577.2-1	NF007870.0	Fe(3+)-hydroxamate ABC transporter permease FhuB	678	No
PRK12292.1-6	NF008938.0	ATP phosphoribosyltransferase regulatory subunit	420	No
PRK12400.1	NF009066.0	D-amino-acid transaminase	290	No
PRK12463.1	NF009113.0	chorismate synthase	390	No
